Date,High_GD,Low_GD,Open_GD,Close_GD,Volume_GD
2007-04-16,77.62000274658203,76.8499984741211,77.0999984741211,77.18000030517578,1167100
2007-04-17,77.22000122070312,76.47000122070312,77.22000122070312,76.83999633789062,797600
2007-04-18,77.33999633789062,76.41999816894531,76.76000213623047,77.05000305175781,751100
2007-04-19,78.16999816894531,76.73999786376953,77.79000091552734,77.95999908447266,1616000
2007-04-20,80.23999786376953,78.55000305175781,78.55000305175781,79.55000305175781,2686000
2007-04-23,80.05000305175781,79.04000091552734,79.41000366210938,79.11000061035156,1046200
2007-04-24,80.23999786376953,79.0,79.0,80.06999969482422,1425700
2007-04-25,81.0,78.5999984741211,80.5,79.38999938964844,1536700
2007-04-26,80.29000091552734,78.5199966430664,78.5199966430664,79.0999984741211,1783800
2007-04-27,80.55000305175781,78.95999908447266,79.11000061035156,80.2699966430664,1297800
2007-04-30,80.27999877929688,78.45999908447266,80.0,78.5,1501700
2007-05-01,78.9000015258789,77.91000366210938,78.5999984741211,78.48999786376953,952700
2007-05-02,80.16000366210938,78.54000091552734,78.7300033569336,79.81999969482422,1182200
2007-05-03,80.91999816894531,79.88999938964844,80.16999816894531,80.47000122070312,1223900
2007-05-04,80.6500015258789,79.25,80.45999908447266,79.69000244140625,977300
2007-05-07,81.55000305175781,79.81999969482422,80.0,81.41000366210938,1465600
2007-05-08,81.11000061035156,79.52999877929688,81.11000061035156,80.31999969482422,1141200
2007-05-09,81.04000091552734,79.69999694824219,79.69999694824219,80.62999725341797,945500
2007-05-10,80.37000274658203,79.38999938964844,80.18000030517578,79.51000213623047,1134600
2007-05-11,80.25,79.72000122070312,79.91000366210938,80.1500015258789,575900
2007-05-14,80.83000183105469,80.01000213623047,80.5,80.36000061035156,658100
2007-05-15,81.69000244140625,80.58000183105469,80.75,80.94999694824219,1089800
2007-05-16,81.44999694824219,80.62000274658203,80.98999786376953,81.36000061035156,849600
2007-05-17,81.54000091552734,80.83999633789062,81.23999786376953,81.01000213623047,781500
2007-05-18,81.44999694824219,80.48999786376953,81.26000213623047,81.26000213623047,1306900
2007-05-21,82.41000366210938,80.8499984741211,81.2699966430664,81.95999908447266,1781900
2007-05-22,81.79000091552734,80.5,81.70999908447266,80.55999755859375,1167300
2007-05-23,80.56999969482422,79.58000183105469,80.56999969482422,79.80999755859375,1464100
2007-05-24,80.66999816894531,78.41999816894531,80.16999816894531,78.61000061035156,2104000
2007-05-25,79.94999694824219,78.69999694824219,79.0,78.86000061035156,1303600
2007-05-29,80.33000183105469,79.12000274658203,79.4800033569336,80.19000244140625,2575400
2007-05-30,79.83000183105469,78.72000122070312,79.37000274658203,79.44999694824219,2976800
2007-05-31,80.69000244140625,79.6500015258789,79.6500015258789,80.23999786376953,3021200
2007-06-01,80.93000030517578,79.58999633789062,80.23999786376953,79.87999725341797,1515300
2007-06-04,79.87999725341797,79.22000122070312,79.87999725341797,79.5,1603600
2007-06-05,79.97000122070312,78.7699966430664,79.97000122070312,78.94999694824219,1547700
2007-06-06,79.27999877929688,78.41000366210938,78.68000030517578,78.93000030517578,1399100
2007-06-07,81.06999969482422,79.62000274658203,79.75,79.62000274658203,3417600
2007-06-08,80.62000274658203,79.25,79.44999694824219,80.58000183105469,1846200
2007-06-11,80.56999969482422,79.52999877929688,80.4000015258789,80.30999755859375,1297500
2007-06-12,80.11000061035156,79.23999786376953,79.86000061035156,79.23999786376953,1824800
2007-06-13,80.30000305175781,79.08000183105469,79.43000030517578,80.19000244140625,2557600
2007-06-14,80.83000183105469,79.80000305175781,80.13999938964844,80.04000091552734,1549800
2007-06-15,81.3499984741211,80.19999694824219,80.98999786376953,80.25,2894900
2007-06-18,80.68000030517578,79.44999694824219,80.38999938964844,79.55999755859375,1223400
2007-06-19,80.63999938964844,79.55000305175781,79.55000305175781,80.36000061035156,1923600
2007-06-20,81.29000091552734,79.4800033569336,81.0,79.4800033569336,1437200
2007-06-21,79.27999877929688,78.06999969482422,79.26000213623047,78.9000015258789,2045600
2007-06-22,78.91000366210938,77.55000305175781,78.91000366210938,78.0199966430664,2382500
2007-06-25,79.20999908447266,77.97000122070312,78.81999969482422,78.56999969482422,1875200
2007-06-26,78.56999969482422,77.58000183105469,78.51000213623047,77.98999786376953,1213600
2007-06-27,78.55000305175781,77.31999969482422,77.44999694824219,78.43000030517578,1622400
2007-06-28,79.55999755859375,77.97000122070312,78.44000244140625,79.0,1490100
2007-06-29,79.55000305175781,77.58999633789062,79.19999694824219,78.22000122070312,2182400
2007-07-02,78.70999908447266,77.3499984741211,78.63999938964844,78.19000244140625,3471800
2007-07-03,78.97000122070312,78.06999969482422,78.6500015258789,78.4800033569336,1079500
2007-07-05,79.01000213623047,78.26000213623047,78.26000213623047,78.95999908447266,1422100
2007-07-06,79.9800033569336,78.93000030517578,79.3499984741211,79.75,1436900
2007-07-09,79.83000183105469,79.19999694824219,79.75,79.54000091552734,1354300
2007-07-10,79.19000244140625,77.83999633789062,78.62000274658203,77.86000061035156,1549200
2007-07-11,79.08000183105469,78.2300033569336,78.47000122070312,78.91000366210938,2616000
2007-07-12,79.83000183105469,78.52999877929688,78.86000061035156,79.83000183105469,1508500
2007-07-13,80.31999969482422,79.44999694824219,79.47000122070312,79.9800033569336,1110300
2007-07-16,79.95999908447266,78.7300033569336,79.36000061035156,79.75,1381900
2007-07-17,80.91999816894531,79.43000030517578,79.5999984741211,80.7300033569336,2052200
2007-07-18,80.58999633789062,79.08000183105469,80.04000091552734,79.69000244140625,2950200
2007-07-19,81.37999725341797,80.25,80.5,80.75,2497000
2007-07-20,81.36000061035156,78.86000061035156,78.9800033569336,80.6500015258789,2685700
2007-07-23,81.83000183105469,80.9000015258789,81.2300033569336,81.19999694824219,1312900
2007-07-24,81.9800033569336,80.30000305175781,81.9800033569336,80.30000305175781,2229000
2007-07-25,84.08999633789062,81.26000213623047,82.48999786376953,83.08999633789062,3977200
2007-07-26,82.94999694824219,79.66000366210938,82.12000274658203,80.63999938964844,3225800
2007-07-27,81.44000244140625,79.33000183105469,80.91000366210938,79.33000183105469,2183700
2007-07-30,80.16999816894531,78.58999633789062,79.01000213623047,79.51000213623047,2340500
2007-07-31,80.01000213623047,78.01000213623047,79.83000183105469,78.55999755859375,4004000
2007-08-01,79.20999908447266,77.9000015258789,78.01000213623047,78.45999908447266,2841700
2007-08-02,80.5199966430664,78.26000213623047,78.36000061035156,80.31999969482422,2574600
2007-08-03,81.0,79.30000305175781,80.58000183105469,79.4800033569336,2283800
2007-08-06,80.4000015258789,79.51000213623047,80.11000061035156,79.91000366210938,2980000
2007-08-07,79.75,77.0,79.23999786376953,78.23999786376953,3486600
2007-08-08,78.38999938964844,77.04000091552734,77.9000015258789,78.33000183105469,3787500
2007-08-09,77.5199966430664,72.94999694824219,77.19999694824219,74.23999786376953,5635100
2007-08-10,79.62999725341797,70.61000061035156,72.94999694824219,77.30999755859375,5590100
2007-08-13,79.54000091552734,77.43000030517578,79.38999938964844,77.83000183105469,2657400
2007-08-14,77.69000244140625,75.5,77.69000244140625,75.55999755859375,2073300
2007-08-15,76.62999725341797,75.18000030517578,75.9000015258789,75.27999877929688,2374500
2007-08-16,76.01000213623047,73.18000030517578,74.54000091552734,75.7300033569336,3155200
2007-08-17,78.8499984741211,76.0,77.97000122070312,77.4800033569336,2801200
2007-08-20,77.69999694824219,76.27999877929688,77.69999694824219,77.5,1290400
2007-08-21,78.37000274658203,76.54000091552734,76.94000244140625,77.69999694824219,1298100
2007-08-22,78.5,77.45999908447266,77.95999908447266,78.16999816894531,1633600
2007-08-23,78.3499984741211,77.12999725341797,78.3499984741211,77.66999816894531,915700
2007-08-24,79.26000213623047,77.7699966430664,77.80000305175781,79.19999694824219,1065300
2007-08-27,79.9800033569336,78.83999633789062,79.30999755859375,79.47000122070312,913500
2007-08-28,79.1500015258789,76.18000030517578,79.1500015258789,76.3499984741211,1905400
2007-08-29,78.25,76.30999755859375,76.30999755859375,78.25,1375500
2007-08-30,78.79000091552734,77.11000061035156,77.36000061035156,78.08999633789062,1016900
2007-08-31,79.75,78.36000061035156,78.98999786376953,78.55999755859375,1286300
2007-09-04,79.4000015258789,77.69999694824219,78.52999877929688,79.30999755859375,1080200
2007-09-05,78.9000015258789,76.62000274658203,76.62000274658203,77.87000274658203,1087800
2007-09-06,78.87000274658203,77.4000015258789,77.62999725341797,78.8499984741211,882100
2007-09-07,79.06999969482422,77.63999938964844,77.75,78.13999938964844,1665600
2007-09-10,79.29000091552734,77.36000061035156,79.05000305175781,78.69999694824219,1152600
2007-09-11,79.88999938964844,78.44000244140625,79.06999969482422,79.52999877929688,1468000
2007-09-12,80.55999755859375,79.3499984741211,79.3499984741211,80.08000183105469,1494900
2007-09-13,81.48999786376953,80.2699966430664,80.7699966430664,80.86000061035156,1340800
2007-09-14,81.5,80.16999816894531,80.16999816894531,81.12000274658203,2154900
2007-09-17,80.94999694824219,80.02999877929688,80.83000183105469,80.4800033569336,1025900
2007-09-18,81.98999786376953,80.26000213623047,80.72000122070312,81.88999938964844,1401800
2007-09-19,83.43000030517578,82.01000213623047,82.02999877929688,83.0,1438500
2007-09-20,83.58999633789062,82.54000091552734,83.20999908447266,83.22000122070312,1161100
2007-09-21,84.9000015258789,82.95999908447266,84.18000030517578,82.95999908447266,2865900
2007-09-24,83.47000122070312,81.5999984741211,82.66999816894531,81.73999786376953,1536200
2007-09-25,84.33000183105469,81.6500015258789,81.6500015258789,84.30000305175781,1854500
2007-09-26,85.22000122070312,83.8499984741211,84.11000061035156,84.37000274658203,1617500
2007-09-27,85.08999633789062,83.75,85.04000091552734,84.79000091552734,1050200
2007-09-28,85.69999694824219,83.83000183105469,84.9800033569336,84.47000122070312,1566600
2007-10-01,86.11000061035156,84.16999816894531,84.4000015258789,84.51000213623047,1940600
2007-10-02,86.08999633789062,83.13999938964844,85.41000366210938,83.3499984741211,2438000
2007-10-03,83.41000366210938,82.41000366210938,82.80000305175781,83.2699966430664,1276000
2007-10-04,84.2300033569336,83.44000244140625,83.76000213623047,83.80000305175781,763800
2007-10-05,84.75,83.80999755859375,84.45999908447266,84.05999755859375,1010500
2007-10-08,86.66000366210938,84.27999877929688,84.27999877929688,85.9000015258789,1405500
2007-10-09,87.55000305175781,86.08000183105469,86.26000213623047,87.16999816894531,1387700
2007-10-10,87.45999908447266,85.36000061035156,87.23999786376953,85.9800033569336,1440100
2007-10-11,87.98999786376953,86.16000366210938,86.5,87.01000213623047,1657400
2007-10-12,89.19000244140625,86.76000213623047,87.41999816894531,89.01000213623047,1603900
2007-10-15,90.94999694824219,88.5,89.38999938964844,88.94999694824219,2100700
2007-10-16,89.06999969482422,87.62999725341797,88.91000366210938,88.18000030517578,1260300
2007-10-17,89.05999755859375,86.55999755859375,89.05999755859375,87.30999755859375,1487700
2007-10-18,88.12000274658203,87.05000305175781,87.19999694824219,87.73999786376953,889700
2007-10-19,87.43000030517578,85.47000122070312,87.29000091552734,85.47000122070312,1718300
2007-10-22,85.95999908447266,84.29000091552734,84.69000244140625,85.94000244140625,1121100
2007-10-23,87.6500015258789,85.77999877929688,86.7699966430664,87.0999984741211,1140600
2007-10-24,90.0,87.30999755859375,88.0,90.0,3466200
2007-10-25,90.97000122070312,89.70999908447266,90.38999938964844,90.37999725341797,2783300
2007-10-26,91.87999725341797,90.73999786376953,91.76000213623047,91.2300033569336,1542200
2007-10-29,91.0,89.91000366210938,90.73999786376953,90.44999694824219,1768300
2007-10-30,90.93000030517578,89.52999877929688,89.72000122070312,89.9800033569336,1580400
2007-10-31,90.95999908447266,89.6500015258789,90.73999786376953,90.95999908447266,1422500
2007-11-01,91.0,89.5999984741211,89.87000274658203,89.91999816894531,2227900
2007-11-02,90.5999984741211,88.72000122070312,90.19999694824219,90.12999725341797,1552700
2007-11-05,92.38999938964844,89.43000030517578,91.0,91.8499984741211,2031000
2007-11-06,93.56999969482422,91.45999908447266,91.91999816894531,93.5199966430664,2331100
2007-11-07,93.2699966430664,90.37000274658203,93.2699966430664,90.45999908447266,1992500
2007-11-08,91.62999725341797,89.30999755859375,90.9000015258789,90.94000244140625,2625800
2007-11-09,90.41999816894531,88.05000305175781,89.91999816894531,88.23999786376953,2387800
2007-11-12,89.1500015258789,86.37999725341797,88.08999633789062,86.76000213623047,2010400
2007-11-13,88.56999969482422,86.79000091552734,87.30999755859375,88.33999633789062,2857600
2007-11-14,89.69000244140625,88.29000091552734,88.79000091552734,88.4800033569336,2051000
2007-11-15,89.11000061035156,87.80999755859375,88.30000305175781,88.01000213623047,1716100
2007-11-16,89.75,88.12999725341797,88.77999877929688,89.75,2377800
2007-11-19,89.80999755859375,87.31999969482422,89.11000061035156,88.44999694824219,1961600
2007-11-20,90.30000305175781,87.30999755859375,88.7699966430664,88.45999908447266,1871900
2007-11-21,88.31999969482422,86.79000091552734,87.55999755859375,86.79000091552734,1215900
2007-11-23,88.5,87.19000244140625,87.19000244140625,88.5,669700
2007-11-26,89.91000366210938,87.12000274658203,88.5,87.30000305175781,1591000
2007-11-27,88.58999633789062,87.41999816894531,87.58000183105469,88.2300033569336,2161700
2007-11-28,90.48999786376953,88.29000091552734,88.72000122070312,90.0199966430664,1904400
2007-11-29,89.9000015258789,88.4800033569336,89.9000015258789,88.77999877929688,1847900
2007-11-30,90.0199966430664,88.06999969482422,90.0199966430664,88.77999877929688,1921400
2007-12-03,89.86000061035156,88.81999969482422,89.11000061035156,89.01000213623047,1493800
2007-12-04,90.62000274658203,88.91000366210938,88.98999786376953,89.86000061035156,1715500
2007-12-05,92.63999938964844,90.23999786376953,90.69000244140625,92.43000030517578,2376700
2007-12-06,93.8499984741211,92.05999755859375,92.4000015258789,93.06999969482422,2607700
2007-12-07,94.55000305175781,92.7699966430664,93.05999755859375,93.68000030517578,1672600
2007-12-10,94.5,93.5999984741211,93.7300033569336,94.0,1433100
2007-12-11,93.95999908447266,91.05999755859375,93.95999908447266,91.29000091552734,1785300
2007-12-12,93.37999725341797,90.94999694824219,93.19000244140625,91.68000030517578,1942000
2007-12-13,93.05000305175781,91.05000305175781,91.05000305175781,92.76000213623047,1433600
2007-12-14,92.83000183105469,91.44000244140625,91.94000244140625,91.44000244140625,1244700
2007-12-17,91.69000244140625,89.41999816894531,91.2300033569336,89.5999984741211,1310700
2007-12-18,89.9000015258789,87.19999694824219,89.9000015258789,88.27999877929688,2665800
2007-12-19,89.05999755859375,87.30999755859375,89.05999755859375,88.12000274658203,1494800
2007-12-20,89.02999877929688,87.87000274658203,88.83000183105469,88.41000366210938,1249000
2007-12-21,89.55999755859375,88.58000183105469,89.25,89.23999786376953,2189100
2007-12-24,91.18000030517578,88.94999694824219,88.94999694824219,90.70999908447266,482900
2007-12-26,90.80999755859375,89.69000244140625,90.7699966430664,90.43000030517578,665100
2007-12-27,90.63999938964844,88.8499984741211,90.05000305175781,89.22000122070312,966200
2007-12-28,90.0999984741211,88.91999816894531,90.06999969482422,89.05000305175781,836900
2007-12-31,89.52999877929688,88.16000366210938,88.16000366210938,88.98999786376953,825500
2008-01-02,89.43000030517578,86.91999816894531,88.75,87.44000244140625,1031000
2008-01-03,89.05000305175781,87.62999725341797,87.88999938964844,88.5,1363300
2008-01-04,88.23999786376953,85.86000061035156,88.0999984741211,86.0,1730700
2008-01-07,86.69999694824219,85.05999755859375,86.68000030517578,85.91000366210938,2181800
2008-01-08,87.25,85.22000122070312,86.16000366210938,85.62999725341797,2507100
2008-01-09,89.04000091552734,84.8499984741211,85.30999755859375,88.93000030517578,2667100
2008-01-10,89.87999725341797,88.25,88.48999786376953,88.83000183105469,2214600
2008-01-11,88.20999908447266,86.05999755859375,88.19000244140625,86.55999755859375,1933100
2008-01-14,87.69000244140625,86.1500015258789,87.61000061035156,86.4000015258789,2289100
2008-01-15,87.18000030517578,84.9000015258789,85.5,85.31999969482422,2071600
2008-01-16,85.45999908447266,83.62000274658203,84.76000213623047,83.97000122070312,2270800
2008-01-17,85.5999984741211,80.38999938964844,84.16999816894531,80.79000091552734,3062100
2008-01-18,83.91999816894531,80.36000061035156,81.5,80.80000305175781,2635900
2008-01-22,80.16999816894531,74.01000213623047,78.7300033569336,78.8499984741211,3367300
2008-01-23,79.05000305175781,75.0,75.0,79.05000305175781,3354800
2008-01-24,83.86000061035156,79.80999755859375,80.31999969482422,83.06999969482422,3768800
2008-01-25,84.02999877929688,80.87999725341797,84.02999877929688,81.12999725341797,3197700
2008-01-28,82.9800033569336,81.08000183105469,81.08000183105469,82.80000305175781,2374400
2008-01-29,83.80000305175781,82.83999633789062,83.1500015258789,83.31999969482422,1659100
2008-01-30,85.5199966430664,82.93000030517578,82.93000030517578,83.70999908447266,1594400
2008-01-31,85.08000183105469,82.48999786376953,83.30999755859375,84.52999877929688,2351700
2008-02-01,85.5999984741211,84.08999633789062,84.9000015258789,85.33999633789062,1510600
2008-02-04,85.36000061035156,84.45999908447266,85.36000061035156,84.87999725341797,1156900
2008-02-05,83.98999786376953,82.7699966430664,83.56999969482422,82.93000030517578,1950600
2008-02-06,84.0,82.83999633789062,83.33999633789062,82.98999786376953,1840300
2008-02-07,83.5,82.16000366210938,82.37000274658203,83.44999694824219,2260300
2008-02-08,83.87000274658203,82.2300033569336,82.87999725341797,83.37000274658203,1562800
2008-02-11,83.79000091552734,82.73999786376953,83.51000213623047,83.30000305175781,1593000
2008-02-12,84.66000366210938,82.93000030517578,83.6500015258789,84.04000091552734,2813700
2008-02-13,84.70999908447266,83.12999725341797,84.70999908447266,84.1500015258789,2316400
2008-02-14,84.72000122070312,82.88999938964844,84.0,83.33000183105469,1957700
2008-02-15,83.80999755859375,82.41999816894531,83.27999877929688,83.43000030517578,1753500
2008-02-19,84.63999938964844,83.45999908447266,84.22000122070312,83.93000030517578,1420800
2008-02-20,84.44000244140625,82.69999694824219,83.37000274658203,84.16000366210938,1490700
2008-02-21,84.45999908447266,82.6500015258789,83.75,82.80000305175781,1919600
2008-02-22,83.76000213623047,82.58999633789062,82.9800033569336,83.6500015258789,1888100
2008-02-25,84.5,82.91000366210938,83.81999969482422,83.93000030517578,2565700
2008-02-26,83.79000091552734,82.91000366210938,83.41999816894531,83.45999908447266,1962400
2008-02-27,84.75,82.80000305175781,82.80000305175781,83.37000274658203,1628500
2008-02-28,83.44999694824219,82.69000244140625,82.94000244140625,83.0,1186800
2008-02-29,82.72000122070312,81.6500015258789,82.25,81.8499984741211,1908400
2008-03-03,82.4800033569336,81.05000305175781,81.26000213623047,81.75,2492300
2008-03-04,83.0,81.05000305175781,81.16000366210938,82.61000061035156,2589300
2008-03-05,83.62000274658203,81.94000244140625,82.86000061035156,83.5199966430664,2382800
2008-03-06,84.27999877929688,82.70999908447266,83.27999877929688,83.22000122070312,2314500
2008-03-07,84.20999908447266,82.52999877929688,82.75,82.80999755859375,2121100
2008-03-10,83.1500015258789,81.76000213623047,83.05000305175781,81.77999877929688,1910200
2008-03-11,83.81999969482422,82.0,83.45999908447266,83.33000183105469,1945000
2008-03-12,85.0,83.63999938964844,83.68000030517578,84.62000274658203,1885200
2008-03-13,86.16999816894531,83.31999969482422,83.86000061035156,86.0999984741211,3220800
2008-03-14,86.9000015258789,83.4800033569336,86.55999755859375,84.38999938964844,2440500
2008-03-17,85.01000213623047,82.91999816894531,82.91999816894531,84.27999877929688,2191900
2008-03-18,85.98999786376953,84.2300033569336,85.94000244140625,85.3499984741211,2567600
2008-03-19,87.5,85.04000091552734,86.31999969482422,85.04000091552734,2106600
2008-03-20,85.9000015258789,84.58999633789062,85.70999908447266,85.66000366210938,1895600
2008-03-24,86.48999786376953,84.68000030517578,86.38999938964844,85.36000061035156,1704500
2008-03-25,86.0,84.66999816894531,85.30000305175781,85.01000213623047,1959400
2008-03-26,85.0,83.83000183105469,84.70999908447266,84.04000091552734,1594200
2008-03-27,84.08000183105469,83.11000061035156,84.05999755859375,83.12000274658203,1367600
2008-03-28,84.41999816894531,83.16999816894531,83.55000305175781,83.36000061035156,1321300
2008-03-31,83.77999877929688,82.66999816894531,83.36000061035156,83.37000274658203,2109500
2008-04-01,86.38999938964844,83.83000183105469,83.86000061035156,85.9000015258789,1910800
2008-04-02,86.5,84.52999877929688,86.1500015258789,85.44000244140625,2036700
2008-04-03,85.58999633789062,84.45999908447266,85.0,84.6500015258789,2120200
2008-04-04,86.0,84.23999786376953,85.0,85.41999816894531,1374000
2008-04-07,86.38999938964844,85.19000244140625,85.87000274658203,85.51000213623047,1513700
2008-04-08,85.16999816894531,84.22000122070312,84.95999908447266,84.80000305175781,1442600
2008-04-09,85.44999694824219,84.3499984741211,85.01000213623047,84.97000122070312,1853900
2008-04-10,85.29000091552734,84.33000183105469,84.80999755859375,84.76000213623047,1415400
2008-04-11,84.58999633789062,83.55000305175781,83.91999816894531,83.6500015258789,1162700
2008-04-14,84.33999633789062,83.61000061035156,83.94000244140625,83.9000015258789,1316900
2008-04-15,84.41000366210938,82.47000122070312,84.2699966430664,82.9000015258789,2068600
2008-04-16,86.08000183105469,83.37000274658203,83.75,86.02999877929688,2433900
2008-04-17,86.51000213623047,85.44000244140625,85.73999786376953,86.20999908447266,1922500
2008-04-18,89.68000030517578,87.16999816894531,87.18000030517578,88.9800033569336,2415200
2008-04-21,89.06999969482422,87.48999786376953,88.91000366210938,88.01000213623047,2002900
2008-04-22,88.29000091552734,87.36000061035156,87.9800033569336,88.01000213623047,1773800
2008-04-23,90.77999877929688,86.1500015258789,90.77999877929688,87.69000244140625,3192800
2008-04-24,89.0199966430664,87.23999786376953,88.0999984741211,88.69999694824219,2173700
2008-04-25,91.18000030517578,88.4800033569336,89.30000305175781,90.91999816894531,1735000
2008-04-28,91.4000015258789,90.08999633789062,90.44999694824219,90.2300033569336,1329800
2008-04-29,90.81999969482422,89.5,90.0,90.3499984741211,1200900
2008-04-30,91.75,89.86000061035156,90.3499984741211,90.41999816894531,1458800
2008-05-01,90.88999938964844,89.91999816894531,90.47000122070312,90.51000213623047,1873400
2008-05-02,91.31999969482422,90.2300033569336,91.1500015258789,90.69000244140625,1520000
2008-05-05,90.98999786376953,89.81999969482422,90.5,90.30999755859375,1284100
2008-05-06,90.41000366210938,89.55000305175781,89.7699966430664,90.16000366210938,2164000
2008-05-07,90.6500015258789,89.68000030517578,90.02999877929688,89.68000030517578,2097000
2008-05-08,91.69000244140625,89.80000305175781,89.83999633789062,91.45999908447266,1846400
2008-05-09,91.33000183105469,89.69999694824219,89.69999694824219,90.91999816894531,2143300
2008-05-12,92.70999908447266,90.73999786376953,91.22000122070312,92.5999984741211,2404400
2008-05-13,93.25,92.19999694824219,92.6500015258789,92.91000366210938,1890700
2008-05-14,94.26000213623047,92.91000366210938,93.25,93.23999786376953,2248200
2008-05-15,93.77999877929688,92.30999755859375,93.01000213623047,93.2300033569336,1680200
2008-05-16,93.31999969482422,91.33999633789062,93.2300033569336,92.93000030517578,2270300
2008-05-19,95.12999725341797,92.75,92.77999877929688,94.5999984741211,2074600
2008-05-20,94.5999984741211,93.3499984741211,93.9000015258789,93.72000122070312,1538300
2008-05-21,94.38999938964844,91.37999725341797,93.73999786376953,91.63999938964844,1866800
2008-05-22,92.20999908447266,91.11000061035156,92.0,91.48999786376953,1140400
2008-05-23,91.30999755859375,90.25,91.0,90.37000274658203,1119800
2008-05-27,90.9000015258789,89.8499984741211,90.58000183105469,90.55000305175781,1074500
2008-05-28,92.19000244140625,90.5999984741211,90.5999984741211,92.0999984741211,1480400
2008-05-29,92.55999755859375,90.62999725341797,91.76000213623047,91.8499984741211,1888600
2008-05-30,92.88999938964844,91.36000061035156,92.0,92.1500015258789,1683100
2008-06-02,92.45999908447266,90.73999786376953,91.75,91.33000183105469,1774600
2008-06-03,92.05999755859375,89.20999908447266,91.47000122070312,89.83000183105469,1937200
2008-06-04,90.0999984741211,88.31999969482422,89.75,88.70999908447266,1801300
2008-06-05,89.72000122070312,88.02999877929688,88.70999908447266,89.63999938964844,2238600
2008-06-06,89.33000183105469,86.51000213623047,89.06999969482422,86.6500015258789,2326600
2008-06-09,86.9800033569336,85.25,86.6500015258789,86.12999725341797,2939400
2008-06-10,86.63999938964844,85.4000015258789,85.4000015258789,85.98999786376953,2120100
2008-06-11,86.30999755859375,84.9000015258789,85.5,85.33000183105469,2201300
2008-06-12,86.86000061035156,85.43000030517578,85.97000122070312,85.70999908447266,1817500
2008-06-13,87.37000274658203,85.87999725341797,86.0999984741211,86.44999694824219,1324900
2008-06-16,86.88999938964844,85.70999908447266,86.0,86.0999984741211,1795100
2008-06-17,86.37000274658203,85.27999877929688,86.37000274658203,85.3499984741211,1570400
2008-06-18,87.25,84.72000122070312,85.55000305175781,85.4800033569336,1662900
2008-06-19,87.5999984741211,85.05000305175781,85.37999725341797,87.58999633789062,1965600
2008-06-20,87.58000183105469,84.94999694824219,87.44999694824219,85.5,2804200
2008-06-23,87.56999969482422,85.69999694824219,86.0199966430664,87.25,1953500
2008-06-24,87.75,86.04000091552734,87.3499984741211,86.80999755859375,1738500
2008-06-25,88.19000244140625,85.83000183105469,87.37000274658203,86.05000305175781,2465800
2008-06-26,86.0,82.91999816894531,85.68000030517578,82.94000244140625,3306700
2008-06-27,83.7699966430664,82.5,83.06999969482422,83.27999877929688,2827000
2008-06-30,85.04000091552734,82.61000061035156,83.29000091552734,84.19999694824219,3045800
2008-07-01,84.06999969482422,82.51000213623047,83.08000183105469,83.61000061035156,2323100
2008-07-02,84.4000015258789,81.81999969482422,84.06999969482422,81.86000061035156,1575500
2008-07-03,83.70999908447266,82.0999984741211,82.97000122070312,83.22000122070312,1248100
2008-07-07,83.94000244140625,81.5199966430664,83.41000366210938,81.79000091552734,2758200
2008-07-08,83.63999938964844,81.12999725341797,81.31999969482422,83.63999938964844,2559100
2008-07-09,84.13999938964844,81.86000061035156,83.66999816894531,81.87000274658203,2318600
2008-07-10,82.87999725341797,80.52999877929688,81.62999725341797,81.69000244140625,3265700
2008-07-11,81.86000061035156,80.4000015258789,80.86000061035156,81.05000305175781,1988400
2008-07-14,82.41000366210938,81.0,81.5,81.69000244140625,1806200
2008-07-15,81.94000244140625,80.48999786376953,81.44000244140625,81.54000091552734,2788800
2008-07-16,82.51000213623047,80.25,81.29000091552734,82.16999816894531,1648800
2008-07-17,82.44000244140625,80.44000244140625,82.44000244140625,81.20999908447266,2833200
2008-07-18,82.23999786376953,81.0,81.27999877929688,82.06999969482422,1994100
2008-07-21,82.23999786376953,80.58000183105469,82.23999786376953,82.0199966430664,1530500
2008-07-22,83.61000061035156,81.70999908447266,81.98999786376953,83.44999694824219,1995200
2008-07-23,89.41000366210938,83.68000030517578,85.06999969482422,89.2699966430664,5949600
2008-07-24,90.16000366210938,86.4000015258789,88.9000015258789,87.05999755859375,3441000
2008-07-25,89.3499984741211,87.41000366210938,87.86000061035156,89.19000244140625,2151400
2008-07-28,89.69000244140625,87.80999755859375,88.56999969482422,87.91000366210938,2277500
2008-07-29,90.51000213623047,87.5999984741211,87.9000015258789,89.94000244140625,2617700
2008-07-30,90.30000305175781,88.70999908447266,90.22000122070312,90.0,2459400
2008-07-31,91.7300033569336,88.91999816894531,89.48999786376953,89.13999938964844,2445000
2008-08-01,90.08999633789062,87.97000122070312,89.0,89.58000183105469,2103800
2008-08-04,90.05999755859375,88.5199966430664,89.30999755859375,89.06999969482422,1339800
2008-08-05,90.83000183105469,89.05000305175781,89.94000244140625,90.79000091552734,1965200
2008-08-06,91.3499984741211,90.0,90.63999938964844,90.9800033569336,1562700
2008-08-07,90.8499984741211,89.68000030517578,90.5,90.2699966430664,1712100
2008-08-08,93.2300033569336,89.97000122070312,90.0,92.80999755859375,2489400
2008-08-11,94.30999755859375,92.1500015258789,92.45999908447266,93.91999816894531,2239300
2008-08-12,94.4000015258789,93.16000366210938,94.08000183105469,94.25,2665800
