Date,High_BA,Low_BA,Open_BA,Close_BA,Volume_BA
2002-10-03,35.29999923706055,34.189998626708984,34.779998779296875,34.310001373291016,3657400
2002-10-04,34.31999969482422,31.950000762939453,34.31999969482422,32.0099983215332,7794400
2002-10-07,32.900001525878906,31.6299991607666,32.220001220703125,32.380001068115234,4367100
2002-10-08,33.0099983215332,31.18000030517578,33.0,32.0099983215332,4257500
2002-10-09,31.75,29.950000762939453,31.399999618530273,30.440000534057617,6319100
2002-10-10,31.700000762939453,29.979999542236328,30.299999237060547,31.350000381469727,4591300
2002-10-11,32.650001525878906,31.34000015258789,31.75,32.0,4083100
2002-10-14,31.350000381469727,30.25,30.299999237060547,31.059999465942383,5326300
2002-10-15,32.40999984741211,31.139999389648438,31.530000686645508,32.150001525878906,4714700
2002-10-16,32.52000045776367,30.270000457763672,32.15999984741211,30.5,7308000
2002-10-17,31.0,29.459999084472656,30.75,29.979999542236328,8574700
2002-10-18,29.450000762939453,28.530000686645508,28.690000534057617,29.0,7007700
2002-10-21,30.5,28.579999923706055,29.0,30.360000610351562,6035500
2002-10-22,30.280000686645508,29.549999237060547,29.979999542236328,30.139999389648438,4045700
2002-10-23,30.709999084472656,29.850000381469727,29.969999313354492,30.700000762939453,3355100
2002-10-24,31.200000762939453,29.700000762939453,30.8700008392334,29.950000762939453,4167500
2002-10-25,30.350000381469727,29.350000381469727,29.989999771118164,30.31999969482422,3339500
2002-10-28,30.799999237060547,28.700000762939453,30.420000076293945,28.979999542236328,5213700
2002-10-29,29.899999618530273,28.540000915527344,28.899999618530273,29.700000762939453,4097200
2002-10-30,30.389999389648438,29.200000762939453,29.770000457763672,30.200000762939453,3086400
2002-10-31,30.520000457763672,29.549999237060547,30.399999618530273,29.75,2913300
2002-11-01,30.649999618530273,29.559999465942383,29.790000915527344,30.399999618530273,2946900
2002-11-04,30.860000610351562,29.6299991607666,30.40999984741211,29.670000076293945,4926600
2002-11-05,31.979999542236328,29.8700008392334,29.8700008392334,31.520000457763672,4752200
2002-11-06,34.43000030517578,32.0099983215332,32.040000915527344,33.58000183105469,8653700
2002-11-07,33.900001525878906,32.11000061035156,33.779998779296875,32.290000915527344,4378800
2002-11-08,33.599998474121094,32.5,32.849998474121094,33.18000030517578,4248000
2002-11-11,33.209999084472656,31.0,33.18000030517578,31.229999542236328,3693400
2002-11-12,32.099998474121094,31.25,31.799999237060547,31.65999984741211,4739000
2002-11-13,32.27000045776367,30.8700008392334,31.6299991607666,31.420000076293945,3404900
2002-11-14,32.400001525878906,30.8700008392334,32.099998474121094,31.350000381469727,3147700
2002-11-15,32.0,31.040000915527344,31.350000381469727,31.5,2646500
2002-11-18,31.780000686645508,30.899999618530273,31.540000915527344,30.920000076293945,3393400
2002-11-19,31.649999618530273,30.6200008392334,31.020000457763672,31.399999618530273,3520400
2002-11-20,32.25,31.200000762939453,31.200000762939453,31.729999542236328,3409500
2002-11-21,33.02000045776367,32.02000045776367,32.20000076293945,32.439998626708984,5260700
2002-11-22,34.43000030517578,32.79999923706055,32.84000015258789,34.0,5483700
2002-11-25,34.189998626708984,33.20000076293945,33.54999923706055,33.4900016784668,3172200
2002-11-26,34.04999923706055,33.2599983215332,33.70000076293945,33.66999816894531,3167200
2002-11-27,35.13999938964844,33.849998474121094,34.0,35.02000045776367,3806800
2002-11-29,35.029998779296875,33.79999923706055,35.029998779296875,34.04999923706055,2437900
2002-12-02,34.880001068115234,33.70000076293945,34.599998474121094,34.099998474121094,2643600
2002-12-03,34.5,33.810001373291016,34.25,34.2400016784668,2869600
2002-12-04,34.380001068115234,33.560001373291016,33.77000045776367,33.93000030517578,2678800
2002-12-05,33.7599983215332,32.43000030517578,33.75,32.959999084472656,3864400
2002-12-06,33.75,32.22999954223633,32.400001525878906,33.400001525878906,3733700
2002-12-09,33.25,32.310001373291016,32.630001068115234,32.400001525878906,2949700
2002-12-10,32.599998474121094,32.0,32.349998474121094,32.25,3097300
2002-12-11,32.63999938964844,31.75,32.04999923706055,32.529998779296875,3299700
2002-12-12,32.5,31.799999237060547,32.0,32.04999923706055,2645400
2002-12-13,32.04999923706055,31.399999618530273,32.04999923706055,31.399999618530273,2273900
2002-12-16,32.099998474121094,31.25,31.270000457763672,31.920000076293945,3094800
2002-12-17,32.7400016784668,31.84000015258789,32.060001373291016,31.850000381469727,2125900
2002-12-18,32.5,31.420000076293945,31.770000457763672,32.02000045776367,2176300
2002-12-19,32.47999954223633,31.729999542236328,31.729999542236328,32.25,2723700
2002-12-20,32.939998626708984,32.290000915527344,32.91999816894531,32.709999084472656,4569300
2002-12-23,32.95000076293945,32.400001525878906,32.709999084472656,32.790000915527344,2203300
2002-12-24,33.099998474121094,32.529998779296875,32.900001525878906,32.650001525878906,1085000
2002-12-26,33.279998779296875,32.52000045776367,32.849998474121094,32.630001068115234,1450000
2002-12-27,33.09000015258789,32.13999938964844,32.900001525878906,32.33000183105469,1662600
2002-12-30,33.0,32.33000183105469,32.33000183105469,32.900001525878906,2245100
2002-12-31,33.130001068115234,32.470001220703125,32.66999816894531,32.9900016784668,2092400
2003-01-02,33.91999816894531,33.0,33.0,33.880001068115234,2122500
2003-01-03,34.439998626708984,33.88999938964844,34.099998474121094,34.18000030517578,2303000
2003-01-06,34.560001373291016,33.959999084472656,34.04999923706055,34.130001068115234,2234100
2003-01-07,34.130001068115234,33.029998779296875,34.119998931884766,33.29999923706055,2969700
2003-01-08,33.5,33.029998779296875,33.369998931884766,33.5,3059200
2003-01-09,34.04999923706055,33.369998931884766,33.75,33.900001525878906,3166100
2003-01-10,34.099998474121094,33.43000030517578,33.90999984741211,33.849998474121094,3081100
2003-01-13,34.59000015258789,33.75,34.150001525878906,34.29999923706055,3040900
2003-01-14,34.2400016784668,33.81999969482422,34.150001525878906,34.150001525878906,1863500
2003-01-15,34.38999938964844,33.25,34.04999923706055,33.349998474121094,2209700
2003-01-16,34.2400016784668,33.279998779296875,33.79999923706055,33.459999084472656,2399800
2003-01-17,33.72999954223633,33.029998779296875,33.349998474121094,33.290000915527344,2034900
2003-01-21,33.310001373291016,32.27000045776367,33.290000915527344,32.400001525878906,2463800
2003-01-22,32.70000076293945,31.760000228881836,32.04999923706055,31.780000686645508,3308700
2003-01-23,32.27000045776367,31.780000686645508,31.799999237060547,31.850000381469727,2429400
2003-01-24,31.850000381469727,31.0,31.600000381469727,31.010000228881836,2470100
2003-01-27,31.25,30.600000381469727,31.010000228881836,30.6200008392334,2386400
2003-01-28,31.549999237060547,30.59000015258789,30.739999771118164,31.450000762939453,2411600
2003-01-29,31.459999084472656,30.5,31.459999084472656,30.610000610351562,2791500
2003-01-30,31.299999237060547,30.200000762939453,30.270000457763672,30.65999984741211,3790800
2003-01-31,32.220001220703125,31.200000762939453,31.3799991607666,31.59000015258789,3685800
2003-02-03,31.5,30.530000686645508,30.899999618530273,31.110000610351562,4019600
2003-02-04,31.420000076293945,30.5,30.799999237060547,31.239999771118164,3107700
2003-02-05,31.6299991607666,30.540000915527344,31.06999969482422,30.670000076293945,3074100
2003-02-06,30.969999313354492,30.329999923706055,30.65999984741211,30.549999237060547,2249800
2003-02-07,30.899999618530273,29.899999618530273,30.649999618530273,30.0,2295100
2003-02-10,30.479999542236328,29.889999389648438,30.100000381469727,30.270000457763672,2276900
2003-02-11,30.510000228881836,29.56999969482422,30.270000457763672,29.84000015258789,2732400
2003-02-12,29.889999389648438,29.360000610351562,29.799999237060547,29.6299991607666,2524400
2003-02-13,29.809999465942383,28.899999618530273,29.459999084472656,29.5,2867000
2003-02-14,30.469999313354492,29.43000030517578,29.450000762939453,30.149999618530273,3025100
2003-02-18,30.799999237060547,29.8799991607666,30.5,30.0,2662600
2003-02-19,30.18000030517578,29.59000015258789,30.0,30.18000030517578,2175900
2003-02-20,30.200000762939453,28.200000762939453,30.18000030517578,29.170000076293945,7121600
2003-02-21,29.639999389648438,28.43000030517578,29.0,29.639999389648438,4523300
2003-02-24,29.639999389648438,28.399999618530273,29.280000686645508,28.489999771118164,4341500
2003-02-25,28.5,27.989999771118164,28.440000534057617,28.190000534057617,4816200
2003-02-26,28.5,27.639999389648438,28.360000610351562,27.84000015258789,3843400
2003-02-27,28.309999465942383,27.65999984741211,28.110000610351562,27.950000762939453,3075800
2003-02-28,28.1200008392334,27.239999771118164,28.0,27.559999465942383,3961500
2003-03-03,27.799999237060547,27.020000457763672,27.700000762939453,27.110000610351562,4066300
2003-03-04,27.81999969482422,26.90999984741211,27.100000381469727,27.450000762939453,5462000
2003-03-05,27.450000762939453,26.530000686645508,27.450000762939453,26.739999771118164,5300600
2003-03-06,26.700000762939453,26.0,26.600000381469727,26.15999984741211,4497700
2003-03-07,25.940000534057617,25.399999618530273,25.799999237060547,25.84000015258789,6361900
2003-03-10,26.200000762939453,25.459999084472656,25.700000762939453,25.520000457763672,3705000
2003-03-11,25.84000015258789,25.110000610351562,25.6299991607666,25.219999313354492,3400400
2003-03-12,25.420000076293945,24.729999542236328,25.149999618530273,25.149999618530273,4288500
2003-03-13,25.520000457763672,24.899999618530273,25.420000076293945,25.350000381469727,6496300
2003-03-14,26.25,25.170000076293945,25.25,25.549999237060547,6480800
2003-03-17,27.09000015258789,25.31999969482422,25.5,26.899999618530273,5838600
2003-03-18,28.420000076293945,27.0,27.3700008392334,27.829999923706055,5973600
2003-03-19,28.350000381469727,27.549999237060547,27.899999618530273,27.950000762939453,3544200
2003-03-20,28.15999984741211,27.3700008392334,27.899999618530273,27.81999969482422,3723400
2003-03-21,28.25,27.010000228881836,28.239999771118164,28.100000381469727,6547300
2003-03-24,27.799999237060547,26.940000534057617,27.799999237060547,27.030000686645508,3703800
2003-03-25,27.649999618530273,26.829999923706055,27.25,27.3700008392334,3913900
2003-03-26,27.399999618530273,26.209999084472656,27.3700008392334,26.399999618530273,5804200
2003-03-27,26.559999465942383,25.899999618530273,26.399999618530273,26.520000457763672,4391200
2003-03-28,26.299999237060547,25.989999771118164,26.299999237060547,26.100000381469727,3035600
2003-03-31,25.59000015258789,24.850000381469727,25.0,25.059999465942383,5626000
2003-04-01,25.959999084472656,25.200000762939453,25.3700008392334,25.670000076293945,5666000
2003-04-02,26.760000228881836,25.899999618530273,25.979999542236328,26.65999984741211,4855500
2003-04-03,27.100000381469727,26.43000030517578,26.940000534057617,26.549999237060547,3491100
2003-04-04,26.850000381469727,26.100000381469727,26.790000915527344,26.5,3452200
2003-04-07,27.799999237060547,27.100000381469727,27.100000381469727,27.399999618530273,4935100
2003-04-08,27.719999313354492,26.899999618530273,27.149999618530273,27.360000610351562,3953700
2003-04-09,28.049999237060547,27.31999969482422,27.360000610351562,27.479999542236328,4074200
2003-04-10,27.479999542236328,26.420000076293945,27.479999542236328,27.09000015258789,4948600
2003-04-11,27.100000381469727,25.700000762939453,27.09000015258789,26.469999313354492,4940600
2003-04-14,27.25,26.350000381469727,26.479999542236328,27.25,3568800
2003-04-15,27.290000915527344,26.549999237060547,26.899999618530273,27.290000915527344,4156200
2003-04-16,27.459999084472656,26.559999465942383,27.360000610351562,26.639999389648438,3340000
2003-04-17,26.719999313354492,26.030000686645508,26.639999389648438,26.649999618530273,4471300
2003-04-21,27.110000610351562,26.649999618530273,26.649999618530273,26.780000686645508,3541400
2003-04-22,27.809999465942383,26.59000015258789,26.600000381469727,27.799999237060547,6410800
2003-04-23,28.65999984741211,27.649999618530273,28.0,28.139999389648438,9115300
2003-04-24,28.440000534057617,27.520000457763672,27.940000534057617,27.6299991607666,5179200
2003-04-25,27.850000381469727,27.15999984741211,27.829999923706055,27.190000534057617,3800600
2003-04-28,27.459999084472656,26.489999771118164,26.729999542236328,27.3799991607666,5494500
2003-04-29,27.84000015258789,27.3799991607666,27.3799991607666,27.760000228881836,4308500
2003-04-30,27.6200008392334,27.229999542236328,27.399999618530273,27.280000686645508,5511900
2003-05-01,27.299999237060547,27.0,27.170000076293945,27.110000610351562,3222300
2003-05-02,28.770000457763672,27.489999771118164,27.549999237060547,28.6200008392334,5679400
2003-05-05,28.389999389648438,27.450000762939453,28.1200008392334,27.6200008392334,7041100
2003-05-06,28.260000228881836,27.399999618530273,27.5,28.139999389648438,5460100
2003-05-07,28.969999313354492,28.010000228881836,28.139999389648438,28.3799991607666,4667700
2003-05-08,28.40999984741211,27.940000534057617,28.0,28.139999389648438,2937400
2003-05-09,29.100000381469727,28.299999237060547,28.549999237060547,29.100000381469727,4133600
2003-05-12,29.979999542236328,28.829999923706055,28.899999618530273,29.81999969482422,5077900
2003-05-13,29.780000686645508,29.290000915527344,29.780000686645508,29.549999237060547,3775600
2003-05-14,29.829999923706055,29.1299991607666,29.700000762939453,29.489999771118164,3427600
2003-05-15,30.25,29.5,29.549999237060547,30.15999984741211,4674300
2003-05-16,30.760000228881836,30.100000381469727,30.350000381469727,30.420000076293945,5223000
2003-05-19,30.059999465942383,28.950000762939453,30.049999237060547,29.06999969482422,4525600
2003-05-20,29.25,28.6200008392334,29.170000076293945,28.93000030517578,3770300
2003-05-21,29.299999237060547,28.549999237060547,28.799999237060547,28.799999237060547,3248700
2003-05-22,29.25,28.760000228881836,28.799999237060547,29.100000381469727,2495900
2003-05-23,30.610000610351562,28.760000228881836,29.020000457763672,29.989999771118164,5766800
2003-05-27,30.0,29.40999984741211,29.989999771118164,29.899999618530273,4648200
2003-05-28,30.649999618530273,29.899999618530273,29.950000762939453,30.3799991607666,4420500
2003-05-29,30.860000610351562,29.809999465942383,30.389999389648438,29.950000762939453,3599100
2003-05-30,30.860000610351562,30.149999618530273,30.200000762939453,30.670000076293945,4221300
2003-06-02,32.470001220703125,31.0,31.100000381469727,31.959999084472656,7347400
2003-06-03,32.150001525878906,31.700000762939453,31.959999084472656,32.11000061035156,4382800
2003-06-04,33.63999938964844,32.029998779296875,32.119998931884766,33.54999923706055,7432700
2003-06-05,33.95000076293945,33.2599983215332,33.54999923706055,33.68000030517578,4630100
2003-06-06,35.18000030517578,33.95000076293945,34.150001525878906,34.86000061035156,6821800
2003-06-09,34.70000076293945,32.83000183105469,34.400001525878906,33.16999816894531,5990200
2003-06-10,35.2400016784668,33.0,33.810001373291016,34.310001373291016,6225800
2003-06-11,35.400001525878906,34.0,34.310001373291016,35.400001525878906,5272900
2003-06-12,35.900001525878906,34.93000030517578,35.900001525878906,35.75,4915300
2003-06-13,35.939998626708984,35.029998779296875,35.75,35.34000015258789,5022400
2003-06-16,36.439998626708984,35.400001525878906,35.650001525878906,36.40999984741211,4441200
2003-06-17,37.36000061035156,35.529998779296875,35.900001525878906,36.150001525878906,5796100
2003-06-18,36.0099983215332,35.2599983215332,36.0,35.83000183105469,8157400
2003-06-19,35.720001220703125,35.099998474121094,35.45000076293945,35.5,4700200
2003-06-20,35.83000183105469,35.20000076293945,35.5,35.529998779296875,5822300
2003-06-23,35.20000076293945,34.349998474121094,34.84000015258789,34.459999084472656,4890800
2003-06-24,35.099998474121094,34.31999969482422,34.36000061035156,34.5,4073000
2003-06-25,35.150001525878906,34.2400016784668,34.540000915527344,34.40999984741211,2362500
2003-06-26,34.880001068115234,34.119998931884766,34.220001220703125,34.400001525878906,2801200
2003-06-27,34.79999923706055,34.20000076293945,34.29999923706055,34.220001220703125,2376000
2003-06-30,34.779998779296875,34.029998779296875,34.54999923706055,34.31999969482422,4958800
2003-07-01,34.75,33.900001525878906,34.099998474121094,34.650001525878906,5643300
2003-07-02,34.93000030517578,34.25,34.41999816894531,34.79999923706055,3997100
2003-07-03,34.65999984741211,34.22999954223633,34.29999923706055,34.58000183105469,2253500
2003-07-07,35.20000076293945,34.709999084472656,34.880001068115234,35.0099983215332,3692500
2003-07-08,35.20000076293945,34.380001068115234,35.119998931884766,34.9900016784668,3123500
2003-07-09,35.54999923706055,34.630001068115234,35.0,35.22999954223633,3452000
2003-07-10,35.150001525878906,34.5099983215332,34.83000183105469,34.689998626708984,2102900
2003-07-11,35.18000030517578,34.65999984741211,34.720001220703125,35.18000030517578,2088700
2003-07-14,35.43000030517578,34.5,35.400001525878906,34.58000183105469,4114700
2003-07-15,34.04999923706055,33.0,33.45000076293945,33.439998626708984,9281500
2003-07-16,33.95000076293945,33.06999969482422,33.400001525878906,33.38999938964844,3692800
2003-07-17,33.560001373291016,32.119998931884766,33.150001525878906,33.16999816894531,3626000
2003-07-18,33.349998474121094,32.52000045776367,33.209999084472656,33.349998474121094,4037600
2003-07-21,33.0,32.13999938964844,33.0,32.349998474121094,4525500
2003-07-22,32.75,32.20000076293945,32.20000076293945,32.56999969482422,4450000
2003-07-23,33.25,31.75,32.2400016784668,32.689998626708984,4801900
2003-07-24,32.849998474121094,32.189998626708984,32.599998474121094,32.20000076293945,5820600
2003-07-25,32.77000045776367,31.15999984741211,31.549999237060547,32.68000030517578,4221200
2003-07-28,32.9900016784668,32.5,32.68000030517578,32.77000045776367,3329700
2003-07-29,32.869998931884766,31.989999771118164,32.599998474121094,32.04999923706055,3513500
2003-07-30,32.560001373291016,32.0,32.0,32.52000045776367,3245200
2003-07-31,33.400001525878906,32.619998931884766,32.619998931884766,33.119998931884766,5215800
2003-08-01,33.0,32.380001068115234,32.709999084472656,32.41999816894531,3544300
2003-08-04,32.650001525878906,31.950000762939453,32.20000076293945,32.220001220703125,3233900
2003-08-05,32.18000030517578,31.219999313354492,31.959999084472656,31.219999313354492,3912600
2003-08-06,32.2599983215332,31.0,31.25,31.90999984741211,3255300
2003-08-07,31.979999542236328,31.350000381469727,31.719999313354492,31.93000030517578,1665500
2003-08-08,32.529998779296875,31.920000076293945,31.93000030517578,32.25,2745000
2003-08-11,32.54999923706055,31.709999084472656,32.400001525878906,32.220001220703125,2166300
2003-08-12,32.619998931884766,32.060001373291016,32.119998931884766,32.61000061035156,2119500
2003-08-13,32.72999954223633,32.22999954223633,32.439998626708984,32.380001068115234,1844800
2003-08-14,33.04999923706055,32.119998931884766,32.5,32.97999954223633,2276500
2003-08-15,33.150001525878906,32.65999984741211,33.150001525878906,32.939998626708984,1663800
2003-08-18,33.65999984741211,33.0,33.099998474121094,33.58000183105469,2986800
2003-08-19,34.349998474121094,33.529998779296875,33.630001068115234,34.33000183105469,4553700
2003-08-20,34.630001068115234,33.970001220703125,34.33000183105469,34.36000061035156,3063100
2003-08-21,35.25,34.47999954223633,34.5,34.939998626708984,3912000
2003-08-22,36.279998779296875,35.45000076293945,35.650001525878906,35.68000030517578,6420200
2003-08-25,35.77000045776367,35.130001068115234,35.66999816894531,35.29999923706055,2976200
2003-08-26,35.79999923706055,35.11000061035156,35.20000076293945,35.709999084472656,3392900
2003-08-27,36.349998474121094,35.34000015258789,35.650001525878906,36.13999938964844,3830900
2003-08-28,37.06999969482422,36.02000045776367,36.13999938964844,36.97999954223633,3999200
2003-08-29,37.459999084472656,36.58000183105469,36.90999984741211,37.38999938964844,2781100
2003-09-02,37.779998779296875,37.2400016784668,37.290000915527344,37.689998626708984,2984800
2003-09-03,38.900001525878906,37.5099983215332,37.79999923706055,38.369998931884766,4937300
2003-09-04,38.7599983215332,37.790000915527344,38.369998931884766,37.88999938964844,3161100
2003-09-05,37.88999938964844,36.79999923706055,37.88999938964844,37.15999984741211,3938900
2003-09-08,37.59000015258789,36.7400016784668,37.45000076293945,36.959999084472656,4605700
2003-09-09,36.90999984741211,36.25,36.75,36.33000183105469,3460200
2003-09-10,36.4900016784668,35.33000183105469,36.18000030517578,35.619998931884766,4059000
2003-09-11,36.099998474121094,35.11000061035156,35.619998931884766,35.720001220703125,3921400
2003-09-12,36.0,35.470001220703125,35.720001220703125,35.65999984741211,3478300
2003-09-15,35.66999816894531,35.209999084472656,35.40999984741211,35.5,2238400
2003-09-16,35.95000076293945,35.47999954223633,35.47999954223633,35.810001373291016,3047000
2003-09-17,35.849998474121094,35.43000030517578,35.720001220703125,35.43000030517578,1595600
2003-09-18,36.34000015258789,35.47999954223633,35.68000030517578,36.13999938964844,3374000
2003-09-19,36.599998474121094,35.66999816894531,36.13999938964844,35.790000915527344,3482600
2003-09-22,35.45000076293945,34.709999084472656,35.45000076293945,34.88999938964844,2881500
2003-09-23,35.31999969482422,34.2599983215332,34.689998626708984,35.150001525878906,3356500
2003-09-24,35.08000183105469,34.08000183105469,34.900001525878906,34.20000076293945,3030300
2003-09-25,34.4900016784668,33.65999984741211,33.959999084472656,33.7599983215332,3055500
2003-09-26,34.380001068115234,33.70000076293945,33.81999969482422,34.0099983215332,3042000
2003-09-29,34.849998474121094,34.310001373291016,34.45000076293945,34.45000076293945,3373500
2003-09-30,34.599998474121094,33.88999938964844,34.150001525878906,34.33000183105469,2740400
2003-10-01,35.36000061035156,34.400001525878906,34.5,35.34000015258789,2726400
2003-10-02,35.45000076293945,34.810001373291016,35.0,35.33000183105469,2339300
2003-10-03,36.31999969482422,35.56999969482422,35.84000015258789,35.849998474121094,3515900
2003-10-06,35.91999816894531,35.2599983215332,35.599998474121094,35.810001373291016,2134000
2003-10-07,36.290000915527344,35.529998779296875,36.099998474121094,36.16999816894531,2188900
2003-10-08,36.439998626708984,35.75,35.900001525878906,36.279998779296875,2246800
2003-10-09,37.2599983215332,36.560001373291016,36.72999954223633,36.790000915527344,3631100
2003-10-10,37.2400016784668,36.880001068115234,37.0,36.95000076293945,2575900
2003-10-13,37.29999923706055,36.900001525878906,36.959999084472656,37.29999923706055,2160600
2003-10-14,37.22999954223633,36.81999969482422,37.0,37.150001525878906,2873800
2003-10-15,37.09000015258789,36.61000061035156,36.91999816894531,37.0,2814800
2003-10-16,37.68000030517578,36.709999084472656,36.79999923706055,37.45000076293945,2848300
2003-10-17,37.75,37.189998626708984,37.5,37.2400016784668,2148500
2003-10-20,37.61000061035156,36.91999816894531,37.04999923706055,37.27000045776367,1907700
2003-10-21,37.25,36.31999969482422,37.25,36.599998474121094,2314200
2003-10-22,36.38999938964844,35.95000076293945,36.20000076293945,36.15999984741211,2131400
2003-10-23,36.15999984741211,35.52000045776367,36.15999984741211,35.939998626708984,2305800
2003-10-24,36.279998779296875,35.45000076293945,35.45000076293945,36.279998779296875,2004400
2003-10-27,36.4900016784668,35.91999816894531,36.27000045776367,36.040000915527344,1524900
2003-10-28,36.380001068115234,35.310001373291016,36.04999923706055,36.040000915527344,3785900
2003-10-29,38.900001525878906,37.099998474121094,37.25,38.5,8121500
2003-10-30,39.209999084472656,38.68000030517578,39.0,38.77000045776367,5708600
2003-10-31,39.0,38.11000061035156,38.900001525878906,38.4900016784668,3036000
2003-11-03,39.25,38.540000915527344,38.540000915527344,38.90999984741211,2627100
2003-11-04,39.060001373291016,38.5099983215332,38.66999816894531,38.72999954223633,2155300
2003-11-05,39.0,38.310001373291016,38.95000076293945,38.599998474121094,2642100
2003-11-06,39.04999923706055,38.36000061035156,38.36000061035156,38.88999938964844,2929000
2003-11-07,39.22999954223633,38.709999084472656,39.20000076293945,38.900001525878906,2592000
2003-11-10,39.0,38.38999938964844,39.0,38.83000183105469,2263500
2003-11-11,38.790000915527344,38.060001373291016,38.599998474121094,38.31999969482422,2376000
2003-11-12,39.290000915527344,38.099998474121094,38.13999938964844,39.06999969482422,2911600
2003-11-13,40.150001525878906,39.0099983215332,39.0099983215332,39.900001525878906,4061400
2003-11-14,40.0,38.970001220703125,39.97999954223633,39.25,1889900
2003-11-17,39.970001220703125,38.900001525878906,39.0,39.7400016784668,3391600
2003-11-18,39.66999816894531,38.5099983215332,39.25,38.83000183105469,5336500
2003-11-19,39.619998931884766,38.529998779296875,38.599998474121094,39.400001525878906,2442000
2003-11-20,39.56999969482422,38.90999984741211,39.099998474121094,39.349998474121094,2614700
2003-11-21,39.47999954223633,38.5,39.349998474121094,38.86000061035156,2793600
2003-11-24,39.04999923706055,38.02000045776367,39.04999923706055,38.88999938964844,6189700
2003-11-25,38.900001525878906,38.20000076293945,38.66999816894531,38.2599983215332,3817300
2003-11-26,38.380001068115234,37.61000061035156,38.20000076293945,38.279998779296875,3481100
2003-11-28,38.75,38.2400016784668,38.380001068115234,38.38999938964844,1210600
2003-12-01,38.68000030517578,37.599998474121094,37.599998474121094,38.02000045776367,7158500
2003-12-02,38.470001220703125,37.599998474121094,38.0,37.83000183105469,6297800
2003-12-03,38.68000030517578,37.650001525878906,37.880001068115234,38.52000045776367,3782800
2003-12-04,39.20000076293945,38.349998474121094,38.52000045776367,39.11000061035156,3092300
2003-12-05,38.939998626708984,37.869998931884766,38.86000061035156,38.0,4324900
2003-12-08,39.119998931884766,38.150001525878906,38.18000030517578,39.119998931884766,2956200
2003-12-09,39.119998931884766,38.150001525878906,39.04999923706055,38.58000183105469,3342500
2003-12-10,39.0,38.290000915527344,38.5,38.869998931884766,3180500
2003-12-11,39.61000061035156,38.900001525878906,38.900001525878906,39.560001373291016,3057400
2003-12-12,39.4900016784668,38.900001525878906,39.4900016784668,39.369998931884766,2608500
2003-12-15,39.869998931884766,39.20000076293945,39.72999954223633,39.20000076293945,2758700
2003-12-16,39.9900016784668,39.16999816894531,39.16999816894531,39.93000030517578,2845500
2003-12-17,41.09000015258789,39.970001220703125,39.970001220703125,40.86000061035156,5534600
2003-12-18,41.380001068115234,40.689998626708984,40.97999954223633,41.349998474121094,3143500
2003-12-19,41.95000076293945,41.150001525878906,41.72999954223633,41.47999954223633,5971500
2003-12-22,41.880001068115234,41.290000915527344,41.4900016784668,41.599998474121094,2771000
2003-12-23,42.0,41.65999984741211,41.720001220703125,41.939998626708984,2127200
2003-12-24,41.86000061035156,41.290000915527344,41.599998474121094,41.36000061035156,1341300
2003-12-26,41.65999984741211,41.349998474121094,41.5,41.470001220703125,502900
2003-12-29,42.029998779296875,41.369998931884766,41.540000915527344,42.0,1873300
2003-12-30,43.369998931884766,42.16999816894531,42.650001525878906,42.279998779296875,4884800
2003-12-31,42.560001373291016,41.88999938964844,42.54999923706055,42.13999938964844,2432900
2004-01-02,42.70000076293945,41.709999084472656,42.5,41.9900016784668,3146700
2004-01-05,42.58000183105469,41.939998626708984,42.20000076293945,42.06999969482422,4115500
2004-01-06,42.0,41.470001220703125,42.0,41.93000030517578,2515800
2004-01-07,42.650001525878906,41.689998626708984,41.93000030517578,42.279998779296875,4219200
2004-01-08,43.13999938964844,42.2599983215332,42.5,42.86000061035156,3114600
2004-01-09,44.529998779296875,42.540000915527344,42.79999923706055,42.63999938964844,4080900
2004-01-12,42.63999938964844,42.04999923706055,42.63999938964844,42.40999984741211,2449200
2004-01-13,42.470001220703125,41.599998474121094,42.29999923706055,42.2400016784668,2383600
2004-01-14,43.29999923706055,42.560001373291016,42.599998474121094,43.11000061035156,2968000
2004-01-15,43.400001525878906,42.709999084472656,43.20000076293945,43.040000915527344,2353500
2004-01-16,44.0099983215332,43.060001373291016,43.45000076293945,44.0099983215332,2644100
2004-01-20,44.709999084472656,42.97999954223633,44.54999923706055,43.18000030517578,5003600
2004-01-21,43.81999969482422,42.900001525878906,43.22999954223633,43.599998474121094,3585400
2004-01-22,43.630001068115234,42.880001068115234,43.400001525878906,42.900001525878906,2591800
2004-01-23,43.08000183105469,41.63999938964844,42.849998474121094,41.849998474121094,4071200
2004-01-26,42.540000915527344,41.650001525878906,41.849998474121094,42.439998626708984,2867500
2004-01-27,42.599998474121094,41.650001525878906,42.29999923706055,41.939998626708984,2111800
2004-01-28,42.599998474121094,41.5,41.95000076293945,41.540000915527344,3394700
2004-01-29,42.68000030517578,42.0,42.5,42.29999923706055,3339600
2004-01-30,42.150001525878906,41.52000045776367,42.0,41.75,2648800
2004-02-02,43.09000015258789,41.599998474121094,41.66999816894531,42.540000915527344,3297800
2004-02-03,43.47999954223633,42.209999084472656,42.540000915527344,43.099998474121094,3800700
2004-02-04,44.25,43.04999923706055,43.099998474121094,43.560001373291016,5417700
2004-02-05,44.45000076293945,43.58000183105469,43.630001068115234,44.36000061035156,3405300
