Date,High_TECH,Low_TECH,Open_TECH,Close_TECH,Volume_TECH
2000-04-06,8.992188453674316,8.515625,8.515625,8.734375,842400
2000-04-07,8.789063453674316,8.25,8.789063453674316,8.640625,565600
2000-04-10,9.429688453674316,8.601563453674316,8.601563453674316,8.96875,1081600
2000-04-11,9.03125,8.289063453674316,8.75,8.87890625,592800
2000-04-12,9.046875,8.125,9.0,8.34375,510400
2000-04-13,8.828125,7.757812976837158,8.40625,8.4375,458400
2000-04-14,8.46875,7.609375,8.4375,8.125,692000
2000-04-17,7.953125,7.242187976837158,7.59375,7.515625,509600
2000-04-18,9.375,7.539062976837158,7.550780773162842,8.796875,1505600
2000-04-19,8.96875,8.515625,8.820313453674316,8.789063453674316,527200
2000-04-20,8.859375,8.5,8.78125,8.617188453674316,538400
2000-04-24,8.56640625,7.75,8.56640625,8.382813453674316,665600
2000-04-25,9.115234375,8.5,8.5,8.804688453674316,2028800
2000-04-26,8.875,7.875,8.875,7.984375,721600
2000-04-27,8.679688453674316,7.914062976837158,8.05078125,8.679688453674316,775200
2000-04-28,9.0,8.609375,8.75,8.890625,2000000
2000-05-01,9.34375,8.75,8.953125,9.3125,2388800
2000-05-02,9.609375,8.75,9.33984375,8.789063453674316,1192000
2000-05-03,9.25,8.75,8.859375,8.96875,792000
2000-05-04,9.375,8.94140625,9.023438453674316,9.0625,564800
2000-05-05,10.03125,9.046875,9.046875,9.929688453674316,1593600
2000-05-08,10.25,9.671875,9.976563453674316,9.929688453674316,2776800
2000-05-09,10.078125,9.21875,9.98046875,9.6875,907200
2000-05-10,9.796875,9.296875,9.6875,9.429688453674316,412800
2000-05-11,9.992188453674316,9.476563453674316,9.476563453674316,9.867188453674316,856000
2000-05-12,9.65625,9.203125,9.625,9.28125,486400
2000-05-15,9.5625,8.96875,9.375,9.515625,1124000
2000-05-16,9.59375,9.03125,9.515625,9.359375,704000
2000-05-17,9.625,9.15625,9.234375,9.382813453674316,242400
2000-05-18,9.4375,8.6875,9.4375,8.84375,930400
2000-05-19,8.703125,8.125,8.226563453674316,8.6875,588800
2000-05-22,9.640625,8.015625,8.703125,9.625,910400
2000-05-23,9.4375,8.75,9.164063453674316,8.75,944000
2000-05-24,8.734375,7.75,8.632813453674316,8.585938453674316,1264000
2000-05-25,9.265625,8.75,8.765625,8.875,1836800
2000-05-26,9.0,8.6875,8.953125,8.703125,1022400
2000-05-30,9.6875,8.8125,8.890625,9.5625,1492000
2000-05-31,10.25,9.546875,9.578125,9.992188453674316,1967200
2000-06-01,11.0,9.992188453674316,10.0,10.875,3052800
2000-06-02,12.15625,11.1875,11.25,11.90625,5622400
2000-06-05,12.765625,11.898438453674316,12.289063453674316,12.390625,5176000
2000-06-06,12.5,11.03125,12.109375,11.546875,5152000
2000-06-07,11.710938453674316,10.578125,11.55078125,11.382813453674316,1966400
2000-06-08,12.0,11.40625,11.46875,11.578125,2403200
2000-06-09,11.921875,11.517578125,11.82421875,11.617188453674316,1448800
2000-06-12,11.984375,11.40625,11.81640625,11.835938453674316,1475200
2000-06-13,11.734375,11.4375,11.460938453674316,11.640625,1344000
2000-06-14,12.671875,11.84375,11.90625,12.414063453674316,9112800
2000-06-15,13.75,12.375,12.429688453674316,13.75,8646400
2000-06-16,14.25,13.375,13.625,14.023438453674316,6140000
2000-06-19,15.46875,13.640625,14.132813453674316,15.296875,5765600
2000-06-20,15.5,14.25,15.421875,14.671875,6942400
2000-06-21,15.351563453674316,14.515625,14.632813453674316,15.21875,3585600
2000-06-22,15.476563453674316,14.578125,15.23828125,14.695313453674316,3585600
2000-06-23,14.9375,13.640625,14.76171875,13.882813453674316,3236000
2000-06-26,15.875,13.648438453674316,13.65234375,15.875,4280800
2000-06-27,16.984375,15.414063453674316,15.953125,16.373046875,5219200
2000-06-28,17.703125,16.25,16.25,17.5,4896800
2000-06-29,17.421875,16.640625,17.2421875,16.828125,4579200
2000-06-30,17.234375,16.0625,16.7265625,16.25,7972000
2000-07-03,18.875,16.875,17.375,18.5,3305600
2000-07-05,19.9765625,17.625,18.296875,17.8125,6779200
2000-07-06,17.765625,16.5,17.76171875,16.5625,5893600
2000-07-07,17.4140625,16.296875,16.5078125,17.078125,3845600
2000-07-10,17.9375,16.8203125,17.640625,17.2421875,3721600
2000-07-11,18.578125,17.34375,17.359375,17.78125,3332000
2000-07-12,18.4921875,17.703125,17.8828125,18.15625,2509600
2000-07-13,18.1484375,16.46875,18.1484375,17.25,2836800
2000-07-14,17.0,14.46875,16.8828125,15.703125,4808000
2000-07-17,16.171875,13.9375,14.375,15.953125,6144800
2000-07-18,16.515625,15.179688453674316,15.867188453674316,15.273438453674316,1853600
2000-07-19,15.5,14.78125,15.25390625,15.375,2180800
2000-07-20,16.359375,14.578125,15.578125,14.875,2476000
2000-07-21,15.210938453674316,14.171875,14.796875,14.515625,2364000
2000-07-24,14.8125,13.507813453674316,13.890625,14.65625,2736000
2000-07-25,15.171875,13.75,14.578125,14.273438453674316,3308000
2000-07-26,15.09375,12.632813453674316,13.898438453674316,15.0625,5256000
2000-07-27,14.828125,13.40625,14.664063453674316,14.09375,2044000
2000-07-28,14.039063453674316,12.84375,13.78125,13.335938453674316,2316800
2000-07-31,12.882813453674316,11.851563453674316,12.75390625,12.484375,3157600
2000-08-01,13.34375,11.96875,12.101563453674316,12.505859375,3358400
2000-08-02,13.375,12.421875,12.507813453674316,12.8125,1417600
2000-08-03,13.279296875,12.0,12.15625,13.195313453674316,1575200
2000-08-04,13.992188453674316,13.1875,13.37109375,13.71875,2014400
2000-08-07,14.34375,12.78125,12.828125,13.6875,2456000
2000-08-08,14.03125,12.8125,13.632813453674316,12.84375,1445600
2000-08-09,12.882813453674316,10.492188453674316,12.86328125,10.765625,5596800
2000-08-10,11.5,10.367188453674316,10.37109375,10.9375,4586400
2000-08-11,11.75,10.773438453674316,10.81640625,11.695313453674316,2724800
2000-08-14,11.648438453674316,10.375,11.421875,10.9375,3410400
2000-08-15,11.109375,9.632813453674316,11.07421875,9.671875,16711200
2000-08-16,9.75,9.25,9.66796875,9.640625,4208000
2000-08-17,9.96875,9.09375,9.625,9.21875,4396000
2000-08-18,9.257813453674316,8.625,9.25390625,9.125,2777600
2000-08-21,9.75,8.8125,8.914063453674316,9.546875,2305600
2000-08-22,9.796875,9.257813453674316,9.585938453674316,9.44921875,1845600
2000-08-23,10.976563453674316,9.390625,9.390625,10.882813453674316,7661600
2000-08-24,11.679688453674316,10.695313453674316,10.69921875,11.359375,3692800
2000-08-25,11.90625,11.359375,11.52734375,11.429688453674316,2473600
2000-08-28,12.007813453674316,11.429688453674316,11.4375,11.59375,1768800
2000-08-29,11.75,11.046875,11.648438453674316,11.25,1612000
2000-08-30,11.640625,10.890625,11.25,11.484375,968800
2000-08-31,12.070313453674316,11.4375,11.539063453674316,11.9375,1248000
2000-09-01,13.046875,11.804688453674316,11.804688453674316,12.734375,2082400
2000-09-05,12.984375,12.09375,12.820313453674316,12.125,1764800
2000-09-06,12.375,11.125,12.140625,11.15625,2002400
2000-09-07,11.992188453674316,11.148438453674316,11.25,11.914063453674316,1347200
2000-09-08,11.84375,11.101563453674316,11.84375,11.210938453674316,1470400
2000-09-11,12.046875,10.75,11.109375,11.625,1676800
2000-09-12,11.65625,11.453125,11.625,11.539063453674316,1293600
2000-09-13,12.123046875,11.5,11.609375,12.0625,1037600
2000-09-14,12.664063453674316,12.03125,12.0625,12.4375,1171200
2000-09-15,12.453125,11.46875,12.445313453674316,11.53125,973600
2000-09-18,11.921875,11.0,11.8125,11.257813453674316,1116000
2000-09-19,12.367188453674316,11.515625,11.773438453674316,12.21875,778400
2000-09-20,12.25,11.453125,12.24609375,11.90625,1005600
2000-09-21,12.492188453674316,11.84375,11.882813453674316,12.070313453674316,836000
2000-09-22,13.375,11.570313453674316,11.84375,13.25,1872800
2000-09-25,14.375,13.5,13.71484375,13.625,2276800
2000-09-26,14.0,12.875,13.515625,13.375,996000
2000-09-27,13.9375,13.4375,13.4375,13.554688453674316,1428000
2000-09-28,14.789063453674316,13.429688453674316,13.70703125,14.40625,1957600
2000-09-29,15.0,13.625,14.367188453674316,14.0,2484800
2000-10-02,14.375,13.64453125,14.29296875,14.25,1744000
2000-10-03,14.4375,13.25,14.257813453674316,13.28125,950400
2000-10-04,13.375,12.65625,13.28125,13.25,1087200
2000-10-05,13.929688453674316,13.0625,13.25,13.179688453674316,1158400
2000-10-06,13.625,12.53125,13.421875,13.070313453674316,864000
2000-10-09,12.875,12.25,12.515625,12.828125,575200
2000-10-10,14.125,12.695313453674316,12.857421875,13.46875,1766400
2000-10-11,14.84375,13.265625,13.498046875,13.75,2187200
2000-10-12,14.1875,12.515625,13.97265625,12.78125,1488000
2000-10-13,13.25,12.164063453674316,12.6875,13.210938453674316,1121600
2000-10-16,13.46875,12.71875,12.976563453674316,12.96875,1756000
2000-10-17,13.3125,12.61328125,12.97265625,13.0625,641600
2000-10-18,13.5625,12.421875,12.546875,13.523438453674316,875200
2000-10-19,14.0,12.625,13.820313453674316,13.21875,1527200
2000-10-20,15.609375,13.25,13.25,15.421875,4028800
2000-10-23,16.609375,15.46875,15.484375,15.664063453674316,3722400
2000-10-24,15.625,12.539063453674316,15.546875,12.578125,9487200
2000-10-25,13.8125,12.21875,12.226563453674316,13.523438453674316,2660000
2000-10-26,13.875,12.03125,13.867188453674316,13.742188453674316,1976800
2000-10-27,14.320313453674316,13.259765625,13.826171875,13.382813453674316,1537600
2000-10-30,13.359375,12.1875,13.320313453674316,12.34375,1928000
2000-10-31,14.09375,12.25,12.37890625,14.09375,2153600
2000-11-01,14.09375,13.125,13.9375,13.25,1164800
2000-11-02,14.3125,13.25,13.322265625,13.992188453674316,1567200
2000-11-03,14.164063453674316,13.84375,14.00390625,14.101563453674316,639200
2000-11-06,14.40625,13.609375,14.40625,13.646484375,501600
2000-11-07,14.203125,13.367188453674316,14.179688453674316,14.125,500800
2000-11-08,14.546875,13.0625,14.25,13.320313453674316,1437600
2000-11-09,13.367188453674316,12.125,13.0,13.164063453674316,1174400
2000-11-10,13.570313453674316,12.5625,12.5625,12.882813453674316,433600
2000-11-13,12.632813453674316,11.765625,12.265625,11.882813453674316,1059200
2000-11-14,12.375,11.5625,12.28125,11.882813453674316,896000
2000-11-15,12.65625,11.882813453674316,11.96875,12.515625,1316800
2000-11-16,12.703125,11.375,12.328125,11.382813453674316,672000
2000-11-17,12.0625,11.421875,11.914063453674316,11.875,586400
2000-11-20,11.625,11.03125,11.375,11.46875,616800
2000-11-21,11.875,11.25,11.289063453674316,11.273438453674316,799200
2000-11-22,11.40625,10.640625,11.375,11.179688453674316,586400
2000-11-24,11.609375,10.945313453674316,10.947265625,11.5,153600
2000-11-27,12.5,11.671875,11.679688453674316,12.476563453674316,1346400
2000-11-28,12.492188453674316,11.875,12.296875,12.015625,466400
2000-11-29,12.0,10.8125,11.875,11.054688453674316,858400
2000-11-30,11.390625,10.96875,11.210938453674316,11.125,814400
2000-12-01,12.125,11.30078125,11.375,11.78125,1066400
2000-12-04,12.65625,11.75,11.75,12.234375,663600
2000-12-05,12.99609375,11.125,12.265625,11.4375,1951200
2000-12-06,11.4375,10.01953125,11.4375,10.25,1817200
2000-12-07,10.5625,9.46875,10.1875,9.9375,2168000
2000-12-08,10.921875,10.15625,10.554688453674316,10.28125,2432000
2000-12-11,10.5625,9.96875,10.109375,10.46875,2106800
2000-12-12,10.484375,9.5,10.375,9.734375,1509600
2000-12-13,10.40625,9.65625,9.65625,9.859375,3731200
2000-12-14,10.15625,8.703125,10.15625,9.234375,2120000
2000-12-15,9.25,8.375,9.0,9.0,2588000
2000-12-18,9.234375,7.96875,9.09375,8.15625,1492400
2000-12-19,8.921875,8.0,8.0,8.59375,1570800
2000-12-20,8.65625,7.578125,8.445313453674316,8.34375,1854400
2000-12-21,8.125,7.59375,7.59375,8.0,918400
2000-12-22,9.25,8.0,8.046875,8.875,1343200
2000-12-26,9.09375,8.3125,9.09375,8.80859375,1063200
2000-12-27,8.609375,7.875,8.601563453674316,8.15625,2746400
2000-12-28,8.84375,7.875,8.046875,8.8125,1793200
2000-12-29,9.40625,8.40625,8.414063453674316,9.015625,1418800
2001-01-02,9.375,8.078125,9.296875,8.421875,2133600
2001-01-03,7.359375,4.84375,4.84375,7.125,22134800
2001-01-04,7.328125,6.4375,6.5,6.90625,8340000
2001-01-05,6.90625,6.4375,6.84375,6.484375,5578000
2001-01-08,6.5,5.875,6.4375,6.0,2590800
2001-01-09,6.453125,6.046875,6.242187976837158,6.21875,3297600
2001-01-10,6.625,5.9375,6.0,6.46875,2031200
2001-01-11,6.6875,6.34375,6.671875,6.53125,2375600
2001-01-12,7.40625,6.4375,6.53125,7.078125,1868800
2001-01-16,7.296875,6.90625,7.0625,7.125,1430000
2001-01-17,7.75,7.152344226837158,7.15625,7.484375,3417200
2001-01-18,7.78125,7.234375,7.589844226837158,7.5,1284000
2001-01-19,7.875,7.46875,7.46875,7.65625,956000
2001-01-22,8.328125,7.609375,7.648437976837158,8.03125,1934400
2001-01-23,8.15625,7.75,8.125,7.921875,2467200
2001-01-24,8.03125,7.75,7.90625,7.84375,1744000
2001-01-25,8.125,7.8125,7.828125,8.03125,892800
2001-01-26,8.03125,7.4375,7.828125,8.03125,784800
2001-01-29,8.25,7.65625,7.75,7.8125,1649600
2001-01-30,7.75,7.375,7.65625,7.4375,2996400
2001-01-31,7.5,6.90625,7.421875,6.9375,3184400
2001-02-01,7.25,6.90625,7.003905773162842,7.015625,3065600
2001-02-02,7.125,6.9375,7.0,6.984375,1938400
2001-02-05,7.09375,6.78125,7.015625,7.015625,1147600
2001-02-06,7.125,6.828125,6.976562976837158,6.96875,3670400
2001-02-07,6.96875,6.75,6.945312976837158,6.84375,2258800
2001-02-08,6.921875,6.6875,6.820312976837158,6.796875,1168000
2001-02-09,6.839844226837158,6.4375,6.71875,6.625,651600
2001-02-12,6.78125,6.484375,6.742187976837158,6.78125,1310400
2001-02-13,6.78125,6.453125,6.78125,6.5,3624000
2001-02-14,6.53125,6.234375,6.46875,6.25,1846000
2001-02-15,6.4375,6.140625,6.3125,6.328125,1545200
2001-02-16,6.5625,6.21875,6.25,6.46875,968000
2001-02-20,6.5,6.28125,6.4375,6.34375,1106000
2001-02-21,6.375,6.140625,6.34375,6.25,986800
2001-02-22,6.375,6.203125,6.3125,6.21875,1744000
2001-02-23,6.339844226837158,6.03125,6.171875,6.203125,803200
2001-02-26,7.21875,6.1875,6.234375,6.90625,2430800
2001-02-27,6.84375,6.5625,6.796875,6.765625,984000
2001-02-28,7.046875,6.3125,6.734375,6.734375,982400
2001-03-01,6.90625,6.59375,6.625,6.890625,1875600
2001-03-02,7.84375,6.640625,6.640625,7.640625,3090400
2001-03-05,7.796875,7.40625,7.601562976837158,7.65625,1950800
2001-03-06,7.671875,7.15625,7.671875,7.390625,1143600
2001-03-07,7.9375,7.40625,7.4375,7.421875,1352800
2001-03-08,7.6875,7.28125,7.3125,7.625,808400
2001-03-09,7.484375,7.09375,7.382812976837158,7.375,810400
2001-03-12,7.46875,6.65625,6.90625,6.8125,1025600
2001-03-13,6.90625,6.46875,6.820312976837158,6.5625,2342400
2001-03-14,6.8125,6.390625,6.53125,6.8125,1137600
2001-03-15,6.875,6.109375,6.871094226837158,6.25,2700400
2001-03-16,6.5,6.0625,6.265625,6.09375,1132000
2001-03-19,7.25,6.078125,6.078125,6.84375,2351200
2001-03-20,6.8125,6.546875,6.75,6.609375,2008800
2001-03-21,6.859375,5.625,6.859375,5.703125,3015600
2001-03-22,5.875,4.90625,5.78125,5.625,6791200
2001-03-23,6.203125,5.203125,5.578125,6.109375,1136400
2001-03-26,6.734375,6.015625,6.152344226837158,6.71875,2202400
2001-03-27,6.625,6.25,6.617187976837158,6.484375,2140400
2001-03-28,6.75,6.25,6.25,6.75,1566400
2001-03-29,7.0,6.359375,6.695312976837158,6.578125,3242800
2001-03-30,6.734375,6.25,6.734375,6.53125,1762800
2001-04-02,6.421875,5.984375,6.171875,6.375,1792800
2001-04-03,6.46875,5.859375,6.300780773162842,6.203125,1894400
2001-04-04,6.375,6.0,6.242187976837158,6.265625,4076400
2001-04-05,6.640625,6.25,6.257812976837158,6.328125,1979600
2001-04-06,6.859375,6.050780773162842,6.375,6.515625,2823600
2001-04-09,6.872499942779541,6.3125,6.514999866485596,6.5,967600
2001-04-10,6.882500171661377,6.012499809265137,6.014999866485596,6.882500171661377,2541200
2001-04-11,7.065000057220459,6.737500190734863,6.974999904632568,6.855000019073486,1422400
2001-04-12,7.112500190734863,6.625,6.730000019073486,7.022500038146973,886000
2001-04-16,7.25,6.855000019073486,7.019999980926514,7.199999809265137,828800
2001-04-17,7.297500133514404,7.050000190734863,7.175000190734863,7.224999904632568,839200
2001-04-18,7.9375,7.269999980926514,7.309999942779541,7.642499923706055,1642400
2001-04-19,7.877500057220459,7.262499809265137,7.699999809265137,7.702499866485596,1498000
2001-04-20,7.925000190734863,7.292500019073486,7.897500038146973,7.697500228881836,534800
2001-04-23,7.650000095367432,6.962500095367432,7.642499923706055,7.477499961853027,438400
2001-04-24,7.517499923706055,7.1875,7.517499923706055,7.394999980926514,642000
2001-04-25,7.78249979019165,7.394999980926514,7.502500057220459,7.502500057220459,731200
2001-04-26,7.917500019073486,7.5,7.5625,7.622499942779541,988400
2001-04-27,8.625,7.747499942779541,7.747499942779541,8.279999732971191,3574000
2001-04-30,8.612500190734863,7.96750020980835,8.524999618530273,8.024999618530273,2445600
2001-05-01,9.25,8.25,8.494999885559082,8.887499809265137,3732000
2001-05-02,9.274999618530273,8.510000228881836,8.762499809265137,8.987500190734863,2808000
2001-05-03,9.047499656677246,8.75,8.9975004196167,9.005000114440918,2186000
2001-05-04,8.960000038146973,8.449999809265137,8.817500114440918,8.462499618530273,2122000
2001-05-07,8.625,8.012499809265137,8.395000457763672,8.574999809265137,2964000
2001-05-08,8.779999732971191,8.550000190734863,8.75,8.649999618530273,2106800
2001-05-09,9.0625,8.529999732971191,8.529999732971191,8.822500228881836,2552000
2001-05-10,8.875,8.47249984741211,8.75,8.524999618530273,980800
2001-05-11,8.699999809265137,8.412500381469727,8.47249984741211,8.572500228881836,646400
2001-05-14,8.637499809265137,8.425000190734863,8.4375,8.574999809265137,857600
2001-05-15,8.512499809265137,8.362500190734863,8.487500190734863,8.390000343322754,587600
2001-05-16,8.835000038146973,8.289999961853027,8.3149995803833,8.662500381469727,1228000
2001-05-17,9.1875,8.609999656677246,8.657500267028809,8.869999885559082,1499600
2001-05-18,9.149999618530273,8.869999885559082,8.890000343322754,9.087499618530273,716800
2001-05-21,9.5,9.082500457763672,9.210000038146973,9.40250015258789,1450800
2001-05-22,9.710000038146973,9.267499923706055,9.4375,9.602499961853027,1035600
2001-05-23,9.487500190734863,8.8774995803833,9.487500190734863,9.149999618530273,943200
2001-05-24,9.175000190734863,9.055000305175781,9.162500381469727,9.119999885559082,905200
2001-05-25,9.132499694824219,8.952500343322754,9.132499694824219,9.100000381469727,1197200
2001-05-29,8.949999809265137,8.725000381469727,8.922499656677246,8.824999809265137,1071600
2001-05-30,8.84749984741211,8.287500381469727,8.75,8.399999618530273,819600
2001-05-31,8.699999809265137,8.237500190734863,8.387499809265137,8.2524995803833,1304800
2001-06-01,8.725000381469727,8.225000381469727,8.225000381469727,8.612500190734863,1185600
2001-06-04,8.737500190734863,8.425000190734863,8.5,8.725000381469727,1361200
2001-06-05,9.047499656677246,8.600000381469727,8.725000381469727,8.727499961853027,1298800
2001-06-06,8.975000381469727,8.600000381469727,8.7475004196167,8.90250015258789,1390800
2001-06-07,9.024999618530273,8.737500190734863,8.77750015258789,8.7475004196167,1143200
2001-06-08,9.045000076293945,8.625,8.772500038146973,9.02750015258789,1210800
2001-06-11,8.984999656677246,8.087499618530273,8.717499732971191,8.3149995803833,2482800
2001-06-12,8.262499809265137,7.777500152587891,8.25,7.932499885559082,1298000
2001-06-13,8.3125,8.010000228881836,8.012499809265137,8.289999961853027,1580000
2001-06-14,8.25,7.880000114440918,8.2475004196167,7.880000114440918,507600
2001-06-15,8.09749984741211,7.829999923706055,7.849999904632568,7.945000171661377,480800
2001-06-18,8.012499809265137,7.75,7.962500095367432,7.752500057220459,363600
2001-06-19,7.894999980926514,7.25,7.775000095367432,7.284999847412109,1660800
2001-06-20,7.372499942779541,7.114999771118164,7.300000190734863,7.227499961853027,1750800
2001-06-21,7.3125,6.900000095367432,7.262499809265137,6.965000152587891,4763200
2001-06-22,7.082499980926514,6.6875,7.014999866485596,6.737500190734863,2310000
2001-06-25,6.762499809265137,6.349999904632568,6.739999771118164,6.502500057220459,4738000
2001-06-26,6.775000095367432,6.494999885559082,6.497499942779541,6.724999904632568,3553200
2001-06-27,6.962500095367432,6.472499847412109,6.724999904632568,6.947500228881836,1930400
2001-06-28,7.392499923706055,6.972499847412109,6.974999904632568,7.267499923706055,1539600
2001-06-29,8.3725004196167,7.227499961853027,7.297500133514404,8.125,3771600
2001-07-02,7.980000019073486,7.480000019073486,7.980000019073486,7.512499809265137,1885600
2001-07-03,7.824999809265137,7.487500190734863,7.492499828338623,7.597499847412109,739200
2001-07-05,7.8125,7.489999771118164,7.659999847412109,7.502500057220459,998000
2001-07-06,7.5,7.25,7.5,7.364999771118164,797200
2001-07-09,7.837500095367432,7.362500190734863,7.4375,7.400000095367432,1379600
2001-07-10,7.599999904632568,7.307499885559082,7.574999809265137,7.417500019073486,1432000
2001-07-11,7.497499942779541,7.150000095367432,7.409999847412109,7.252500057220459,1120800
2001-07-12,7.724999904632568,7.332499980926514,7.5,7.722499847412109,363600
2001-07-13,8.0,7.400000095367432,7.402500152587891,7.769999980926514,1050400
2001-07-16,7.914999961853027,7.630000114440918,7.777500152587891,7.912499904632568,1779200
2001-07-17,7.949999809265137,7.362500190734863,7.949999809265137,7.372499942779541,2633600
2001-07-18,7.519999980926514,7.125,7.497499942779541,7.367499828338623,1737600
2001-07-19,7.760000228881836,7.324999809265137,7.364999771118164,7.372499942779541,1569600
2001-07-20,7.570000171661377,7.369999885559082,7.375,7.53249979019165,1726800
2001-07-23,7.550000190734863,7.212500095367432,7.550000190734863,7.237500190734863,1318000
2001-07-24,7.364999771118164,7.050000190734863,7.252500057220459,7.177499771118164,787200
2001-07-25,7.357500076293945,7.050000190734863,7.202499866485596,7.050000190734863,1133200
2001-07-26,7.977499961853027,7.112500190734863,7.114999771118164,7.767499923706055,822000
2001-07-27,8.0625,7.332499980926514,7.760000228881836,7.739999771118164,1054800
2001-07-30,7.787499904632568,7.295000076293945,7.699999809265137,7.590000152587891,1153200
2001-07-31,7.974999904632568,7.3125,7.427499771118164,7.322500228881836,1125600
2001-08-01,7.96750020980835,7.480000019073486,7.510000228881836,7.534999847412109,735200
2001-08-02,7.6875,7.362500190734863,7.672500133514404,7.572500228881836,661200
2001-08-03,7.934999942779541,7.465000152587891,7.574999809265137,7.927499771118164,661200
2001-08-06,7.932499885559082,7.577499866485596,7.932499885559082,7.599999904632568,576800
2001-08-07,7.672500133514404,7.400000095367432,7.577499866485596,7.474999904632568,352400
2001-08-08,7.559999942779541,7.137499809265137,7.557499885559082,7.21999979019165,539600
2001-08-09,7.5,7.135000228881836,7.137499809265137,7.487500190734863,659600
2001-08-10,7.550000190734863,7.262499809265137,7.434999942779541,7.422500133514404,501600
